MODEL,POINT,IID,STID,STSIZ,ROSIZ,NBO,DPY
Demo - Model 03,66,60117,S_DESTROYER_02,,,7.49E-07,2.300775811
Demo - Model 03,66,60117,S_FRIGATE_01,,,7.49E-07,2.300775811
Demo - Model 03,66,60117,S_FRIGATE_02,,,7.49E-07,2.300775811
Demo - Model 03,66,60117,S_SUPPLY_SHIP_01,,,7.49E-07,2.300775811
Demo - Model 03,66,60117,S_SUPPLY_SHIP_02,,,7.49E-07,2.300775811
Demo - Model 03,66,60118,HOME BASE,1,,2.51E-07,0.459772982
Demo - Model 03,66,60118,MAIN DEPOT,,,5.12E-04,0.344829737
Demo - Model 03,66,60118,S_CARRIER,,,3.14E-08,5.75E-02
Demo - Model 03,66,60118,S_CRUISER,,,3.14E-08,5.75E-02
Demo - Model 03,66,60118,S_DESTROYER_01,,,3.14E-08,5.75E-02
Demo - Model 03,66,60118,S_DESTROYER_02,,,3.14E-08,5.75E-02
Demo - Model 03,66,60118,S_FRIGATE_01,,,3.14E-08,5.75E-02
Demo - Model 03,66,60118,S_FRIGATE_02,,,3.14E-08,5.75E-02
Demo - Model 03,66,60118,S_SUPPLY_SHIP_01,,,3.14E-08,5.75E-02
Demo - Model 03,66,60118,S_SUPPLY_SHIP_02,,,3.14E-08,5.75E-02
Demo - Model 03,66,60119,WORKSHOP,,1,2.88E-04,2.519526686
Demo - Model 03,66,60119,HOME BASE,1,,1.16E-04,2.519526686
Demo - Model 03,66,60119,MAIN DEPOT,,,0.014093243,2.519526686
Demo - Model 03,66,60119,S_CARRIER,,,1.44E-05,0.314940836
Demo - Model 03,66,60119,S_CRUISER,,,1.44E-05,0.314940836
Demo - Model 03,66,60119,S_DESTROYER_01,,,1.44E-05,0.314940836
Demo - Model 03,66,60119,S_DESTROYER_02,,,1.44E-05,0.314940836
Demo - Model 03,66,60119,S_FRIGATE_01,,,1.44E-05,0.314940836
Demo - Model 03,66,60119,S_FRIGATE_02,,,1.44E-05,0.314940836
Demo - Model 03,66,60119,S_SUPPLY_SHIP_01,,,1.44E-05,0.314940836
Demo - Model 03,66,60119,S_SUPPLY_SHIP_02,,,1.44E-05,0.314940836
Demo - Model 03,66,601110,HOME BASE,1,,2.73E-05,4.802634586
Demo - Model 03,66,601110,MAIN DEPOT,,,5.35E-03,3.60197594
Demo - Model 03,66,601110,S_CARRIER,,,3.42E-06,0.600329323
Demo - Model 03,66,601110,S_CRUISER,,,3.42E-06,0.600329323
Demo - Model 03,66,601110,S_DESTROYER_01,,,3.42E-06,0.600329323
Demo - Model 03,66,601110,S_DESTROYER_02,,,3.42E-06,0.600329323
Demo - Model 03,66,601110,S_FRIGATE_01,,,3.42E-06,0.600329323
Demo - Model 03,66,601110,S_FRIGATE_02,,,3.42E-06,0.600329323
Demo - Model 03,66,601110,S_SUPPLY_SHIP_01,,,3.42E-06,0.600329323
Demo - Model 03,66,601110,S_SUPPLY_SHIP_02,,,3.42E-06,0.600329323
Demo - Model 03,66,601111,HOME BASE,1,,7.52E-05,7.976757631
Demo - Model 03,66,601111,MAIN DEPOT,,,8.88E-03,5.982568223
Demo - Model 03,66,601111,S_CARRIER,,,9.41E-06,0.997094704
Demo - Model 03,66,601111,S_CRUISER,,,9.41E-06,0.997094704
Demo - Model 03,66,601111,S_DESTROYER_01,,,9.41E-06,0.997094704
Demo - Model 03,66,601111,S_DESTROYER_02,,,9.41E-06,0.997094704
Demo - Model 03,66,601111,S_FRIGATE_01,,,9.41E-06,0.997094704
Demo - Model 03,66,601111,S_FRIGATE_02,,,9.41E-06,0.997094704
Demo - Model 03,66,601111,S_SUPPLY_SHIP_01,,,9.41E-06,0.997094704
Demo - Model 03,66,601111,S_SUPPLY_SHIP_02,,,9.41E-06,0.997094704
Demo - Model 03,66,601112,HOME BASE,1,,1.20E-06,1.005218508
Demo - Model 03,66,601112,MAIN DEPOT,,,0.001118822,0.753913881
Demo - Model 03,66,601112,S_CARRIER,,,1.50E-07,0.125652313
Demo - Model 03,66,601112,S_CRUISER,,,1.50E-07,0.125652313
Demo - Model 03,66,601112,S_DESTROYER_01,,,1.50E-07,0.125652313
Demo - Model 03,66,601112,S_DESTROYER_02,,,1.50E-07,0.125652313
Demo - Model 03,66,601112,S_FRIGATE_01,,,1.50E-07,0.125652313
Demo - Model 03,66,601112,S_FRIGATE_02,,,1.50E-07,0.125652313
Demo - Model 03,66,601112,S_SUPPLY_SHIP_01,,,1.50E-07,0.125652313
Demo - Model 03,66,601112,S_SUPPLY_SHIP_02,,,1.50E-07,0.125652313
Demo - Model 03,66,601113,HOME BASE,2,,4.47E-06,19.52488108
Demo - Model 03,66,601113,MAIN DEPOT,,,0.02173146,14.64366081
Demo - Model 03,66,601113,S_CARRIER,,,5.59E-07,2.440610135
Demo - Model 03,66,601113,S_CRUISER,,,5.59E-07,2.440610135
Demo - Model 03,66,601113,S_DESTROYER_01,,,5.59E-07,2.440610135
Demo - Model 03,66,601113,S_DESTROYER_02,,,5.59E-07,2.440610135
Demo - Model 03,66,601113,S_FRIGATE_01,,,5.59E-07,2.440610135
Demo - Model 03,66,601113,S_FRIGATE_02,,,5.59E-07,2.440610135
Demo - Model 03,66,601113,S_SUPPLY_SHIP_01,,,5.59E-07,2.440610135
Demo - Model 03,66,601113,S_SUPPLY_SHIP_02,,,5.59E-07,2.440610135
Demo - Model 03,66,601114,HOME BASE,1,,2.39E-05,4.486941454
Demo - Model 03,66,601114,MAIN DEPOT,,,4.99E-03,3.36520609
Demo - Model 03,66,601114,S_CARRIER,,,2.98E-06,0.560867682
Demo - Model 03,66,601114,S_CRUISER,,,2.98E-06,0.560867682
Demo - Model 03,66,601114,S_DESTROYER_01,,,2.98E-06,0.560867682
Demo - Model 03,66,601114,S_DESTROYER_02,,,2.98E-06,0.560867682
Demo - Model 03,66,601114,S_FRIGATE_01,,,2.98E-06,0.560867682
Demo - Model 03,66,601114,S_FRIGATE_02,,,2.98E-06,0.560867682
Demo - Model 03,66,601114,S_SUPPLY_SHIP_01,,,2.98E-06,0.560867682
Demo - Model 03,66,601114,S_SUPPLY_SHIP_02,,,2.98E-06,0.560867682
Demo - Model 03,66,601115,WORKSHOP,,1,5.13E-04,4.489730502
Demo - Model 03,66,601115,HOME BASE,2,,3.30E-06,4.489730502
Demo - Model 03,66,601115,MAIN DEPOT,,,2.51E-02,4.489730502
Demo - Model 03,66,601115,S_CARRIER,,,4.12E-07,0.561216313
Demo - Model 03,66,601115,S_CRUISER,,,4.12E-07,0.561216313
Demo - Model 03,66,601115,S_DESTROYER_01,,,4.12E-07,0.561216313
Demo - Model 03,66,601115,S_DESTROYER_02,,,4.12E-07,0.561216313
Demo - Model 03,66,601115,S_FRIGATE_01,,,4.12E-07,0.561216313
Demo - Model 03,66,601115,S_FRIGATE_02,,,4.12E-07,0.561216313
Demo - Model 03,66,601115,S_SUPPLY_SHIP_01,,,4.12E-07,0.561216313
Demo - Model 03,66,601115,S_SUPPLY_SHIP_02,,,4.12E-07,0.561216313
Demo - Model 03,66,60121,WORKSHOP,,1,3.42E-04,2.998329126
Demo - Model 03,66,60121,HOME BASE,2,,9.86E-07,2.998329126
Demo - Model 03,66,60121,MAIN DEPOT,,,0.016771476,2.998329126
Demo - Model 03,66,60121,S_CARRIER,,,1.23E-07,0.374791141
Demo - Model 03,66,60121,S_CRUISER,,,1.23E-07,0.374791141
Demo - Model 03,66,60121,S_DESTROYER_01,,,1.23E-07,0.374791141
Demo - Model 03,66,60121,S_DESTROYER_02,,,1.23E-07,0.374791141
Demo - Model 03,66,60121,S_FRIGATE_01,,,1.23E-07,0.374791141
Demo - Model 03,66,60121,S_FRIGATE_02,,,1.23E-07,0.374791141
Demo - Model 03,66,60121,S_SUPPLY_SHIP_01,,,1.23E-07,0.374791141
Demo - Model 03,66,60121,S_SUPPLY_SHIP_02,,,1.23E-07,0.374791141
Demo - Model 03,66,60122,WORKSHOP,,1,8.00E-05,0.700600683
Demo - Model 03,66,60122,HOME BASE,1,,8.97E-06,0.700600683
Demo - Model 03,66,60122,MAIN DEPOT,,,3.92E-03,0.700600683
Demo - Model 03,66,60122,S_CARRIER,,,1.12E-06,8.76E-02
Demo - Model 03,66,60122,S_CRUISER,,,1.12E-06,8.76E-02
Demo - Model 03,66,60122,S_DESTROYER_01,,,1.12E-06,8.76E-02
Demo - Model 03,66,60122,S_DESTROYER_02,,,1.12E-06,8.76E-02
Demo - Model 03,66,60122,S_FRIGATE_01,,,1.12E-06,8.76E-02
Demo - Model 03,66,60122,S_FRIGATE_02,,,1.12E-06,8.76E-02
Demo - Model 03,66,60122,S_SUPPLY_SHIP_01,,,1.12E-06,8.76E-02
Demo - Model 03,66,60122,S_SUPPLY_SHIP_02,,,1.12E-06,8.76E-02
Demo - Model 03,66,60123,HOME BASE,1,,8.34E-06,2.652031011
Demo - Model 03,66,60123,MAIN DEPOT,,,2.95E-03,1.989023258
Demo - Model 03,66,60123,S_CARRIER,,,1.04E-06,0.331503876
Demo - Model 03,66,60123,S_CRUISER,,,1.04E-06,0.331503876
Demo - Model 03,66,60123,S_DESTROYER_01,,,1.04E-06,0.331503876
Demo - Model 03,66,60123,S_DESTROYER_02,,,1.04E-06,0.331503876
Demo - Model 03,66,60123,S_FRIGATE_01,,,1.04E-06,0.331503876
Demo - Model 03,66,60123,S_FRIGATE_02,,,1.04E-06,0.331503876
Demo - Model 03,66,60123,S_SUPPLY_SHIP_01,,,1.04E-06,0.331503876
Demo - Model 03,66,60123,S_SUPPLY_SHIP_02,,,1.04E-06,0.331503876
Demo - Model 03,66,60124,WORKSHOP,,1,0.000108562,0.951001284
Demo - Model 03,66,60124,HOME BASE,1,,1.65E-05,0.951001284
Demo - Model 03,66,60124,MAIN DEPOT,,,5.32E-03,0.951001284
Demo - Model 03,66,60124,S_CARRIER,,,2.07E-06,0.11887516
Demo - Model 03,66,60124,S_CRUISER,,,2.07E-06,0.11887516
Demo - Model 03,66,60124,S_DESTROYER_01,,,2.07E-06,0.11887516
Demo - Model 03,66,60124,S_DESTROYER_02,,,2.07E-06,0.11887516
Demo - Model 03,66,60124,S_FRIGATE_01,,,2.07E-06,0.11887516
Demo - Model 03,66,60124,S_FRIGATE_02,,,2.07E-06,0.11887516
Demo - Model 03,66,60124,S_SUPPLY_SHIP_01,,,2.07E-06,0.11887516
Demo - Model 03,66,60124,S_SUPPLY_SHIP_02,,,2.07E-06,0.11887516
Demo - Model 03,66,60125,HOME BASE,1,,1.81E-05,3.911375115
Demo - Model 03,66,60125,MAIN DEPOT,,,4.35E-03,2.933531336
Demo - Model 03,66,60125,S_CARRIER,,,2.27E-06,0.488921889
Demo - Model 03,66,60125,S_CRUISER,,,2.27E-06,0.488921889
Demo - Model 03,66,60125,S_DESTROYER_01,,,2.27E-06,0.488921889
Demo - Model 03,66,60125,S_DESTROYER_02,,,2.27E-06,0.488921889
Demo - Model 03,66,60125,S_FRIGATE_01,,,2.27E-06,0.488921889
Demo - Model 03,66,60125,S_FRIGATE_02,,,2.27E-06,0.488921889
Demo - Model 03,66,60125,S_SUPPLY_SHIP_01,,,2.27E-06,0.488921889
Demo - Model 03,66,60125,S_SUPPLY_SHIP_02,,,2.27E-06,0.488921889
Demo - Model 03,66,60126,WORKSHOP,,1,3.87E-05,0.33923086
Demo - Model 03,66,60126,HOME BASE,1,,2.10E-06,0.33923086
Demo - Model 03,66,60126,MAIN DEPOT,,,0.001897524,0.33923086
Demo - Model 03,66,60126,S_CARRIER,,,2.63E-07,4.24E-02
Demo - Model 03,66,60126,S_CRUISER,,,2.63E-07,4.24E-02
Demo - Model 03,66,60126,S_DESTROYER_01,,,2.63E-07,4.24E-02
Demo - Model 03,66,60126,S_DESTROYER_02,,,2.63E-07,4.24E-02
Demo - Model 03,66,60126,S_FRIGATE_01,,,2.63E-07,4.24E-02
Demo - Model 03,66,60126,S_FRIGATE_02,,,2.63E-07,4.24E-02
Demo - Model 03,66,60126,S_SUPPLY_SHIP_01,,,2.63E-07,4.24E-02
Demo - Model 03,66,60126,S_SUPPLY_SHIP_02,,,2.63E-07,4.24E-02
Demo - Model 03,66,60127,HOME BASE,1,,2.43E-05,4.527555028
Demo - Model 03,66,60127,MAIN DEPOT,,,5.04E-03,3.395666271
Demo - Model 03,66,60127,S_CARRIER,,,3.04E-06,0.565944379
Demo - Model 03,66,60127,S_CRUISER,,,3.04E-06,0.565944379
Demo - Model 03,66,60127,S_DESTROYER_01,,,3.04E-06,0.565944379
Demo - Model 03,66,60127,S_DESTROYER_02,,,3.04E-06,0.565944379
Demo - Model 03,66,60127,S_FRIGATE_01,,,3.04E-06,0.565944379
Demo - Model 03,66,60127,S_FRIGATE_02,,,3.04E-06,0.565944379
Demo - Model 03,66,60127,S_SUPPLY_SHIP_01,,,3.04E-06,0.565944379
Demo - Model 03,66,60127,S_SUPPLY_SHIP_02,,,3.04E-06,0.565944379
Demo - Model 03,66,60128,HOME BASE,,,2.61E-04,0.169642301
Demo - Model 03,66,60128,MAIN DEPOT,,,0.000188814,0.127231726
Demo - Model 03,66,60128,S_CARRIER,,,3.27E-05,0.021205288
Demo - Model 03,66,60128,S_CRUISER,,,3.27E-05,0.021205288
Demo - Model 03,66,60128,S_DESTROYER_01,,,3.27E-05,0.021205288
Demo - Model 03,66,60128,S_DESTROYER_02,,,3.27E-05,0.021205288
Demo - Model 03,66,60128,S_FRIGATE_01,,,3.27E-05,0.021205288
Demo - Model 03,66,60128,S_FRIGATE_02,,,3.27E-05,0.021205288
Demo - Model 03,66,60128,S_SUPPLY_SHIP_01,,,3.27E-05,0.021205288
Demo - Model 03,66,60128,S_SUPPLY_SHIP_02,,,3.27E-05,0.021205288
Demo - Model 03,66,60131,HOME BASE,1,,3.08E-06,1.612068498
Demo - Model 03,66,60131,MAIN DEPOT,,,0.001794254,1.209051374
Demo - Model 03,66,60131,S_CARRIER,,,3.85E-07,0.201508562
Demo - Model 03,66,60131,S_CRUISER,,,3.85E-07,0.201508562
Demo - Model 03,66,60131,S_DESTROYER_01,,,3.85E-07,0.201508562
Demo - Model 03,66,60131,S_DESTROYER_02,,,3.85E-07,0.201508562
Demo - Model 03,66,60131,S_FRIGATE_01,,,3.85E-07,0.201508562
Demo - Model 03,66,60131,S_FRIGATE_02,,,3.85E-07,0.201508562
Demo - Model 03,66,60131,S_SUPPLY_SHIP_01,,,3.85E-07,0.201508562
Demo - Model 03,66,60131,S_SUPPLY_SHIP_02,,,3.85E-07,0.201508562
Demo - Model 03,66,60132,WORKSHOP,,1,2.15E-05,0.188340948
Demo - Model 03,66,60132,HOME BASE,1,,6.49E-07,0.188340948
Demo - Model 03,66,60132,MAIN DEPOT,,,1.05E-03,0.188340948
Demo - Model 03,66,60132,S_CARRIER,,,8.11E-08,0.023542619
Demo - Model 03,66,60132,S_CRUISER,,,8.11E-08,0.023542619
Demo - Model 03,66,60132,S_DESTROYER_01,,,8.11E-08,0.023542619
Demo - Model 03,66,60132,S_DESTROYER_02,,,8.11E-08,0.023542619
Demo - Model 03,66,60132,S_FRIGATE_01,,,8.11E-08,0.023542619
Demo - Model 03,66,60132,S_FRIGATE_02,,,8.11E-08,0.023542619
Demo - Model 03,66,60132,S_SUPPLY_SHIP_01,,,8.11E-08,0.023542619
Demo - Model 03,66,60132,S_SUPPLY_SHIP_02,,,8.11E-08,0.023542619
Demo - Model 03,66,60133,HOME BASE,,,0.002197417,1.42587937
Demo - Model 03,66,60133,MAIN DEPOT,,,0.001587023,1.069409528
Demo - Model 03,66,60133,S_CARRIER,,,0.000274677,0.178234921
Demo - Model 03,66,60133,S_CRUISER,,,0.000274677,0.178234921
Demo - Model 03,66,60133,S_DESTROYER_01,,,0.000274677,0.178234921
Demo - Model 03,66,60133,S_DESTROYER_02,,,0.000274677,0.178234921
Demo - Model 03,66,60133,S_FRIGATE_01,,,0.000274677,0.178234921
Demo - Model 03,66,60133,S_FRIGATE_02,,,0.000274677,0.178234921
Demo - Model 03,66,60133,S_SUPPLY_SHIP_01,,,0.000274677,0.178234921
Demo - Model 03,66,60133,S_SUPPLY_SHIP_02,,,0.000274677,0.178234921
Demo - Model 03,66,60134,HOME BASE,1,,3.10E-07,0.511311183
Demo - Model 03,66,60134,MAIN DEPOT,,,5.69E-04,0.383483387
Demo - Model 03,66,60134,S_CARRIER,,,3.88E-08,6.39E-02
Demo - Model 03,66,60134,S_CRUISER,,,3.88E-08,6.39E-02
Demo - Model 03,66,60134,S_DESTROYER_01,,,3.88E-08,6.39E-02
Demo - Model 03,66,60134,S_DESTROYER_02,,,3.88E-08,6.39E-02
Demo - Model 03,66,60134,S_FRIGATE_01,,,3.88E-08,6.39E-02
Demo - Model 03,66,60134,S_FRIGATE_02,,,3.88E-08,6.39E-02
Demo - Model 03,66,60134,S_SUPPLY_SHIP_01,,,3.88E-08,6.39E-02
Demo - Model 03,66,60134,S_SUPPLY_SHIP_02,,,3.88E-08,6.39E-02
Demo - Model 03,66,60141,HOME BASE,1,,2.98E-05,5.019914136
Demo - Model 03,66,60141,MAIN DEPOT,,,5.59E-03,3.764935602
Demo - Model 03,66,60141,S_CARRIER,,,3.73E-06,0.627489267
Demo - Model 03,66,60141,S_CRUISER,,,3.73E-06,0.627489267
Demo - Model 03,66,60141,S_DESTROYER_01,,,3.73E-06,0.627489267
Demo - Model 03,66,60141,S_DESTROYER_02,,,3.73E-06,0.627489267
Demo - Model 03,66,60141,S_FRIGATE_01,,,3.73E-06,0.627489267
Demo - Model 03,66,60141,S_FRIGATE_02,,,3.73E-06,0.627489267
Demo - Model 03,66,60141,S_SUPPLY_SHIP_01,,,3.73E-06,0.627489267
Demo - Model 03,66,60141,S_SUPPLY_SHIP_02,,,3.73E-06,0.627489267
Demo - Model 03,66,60142,HOME BASE,,,9.04E-04,0.586485864
Demo - Model 03,66,60142,MAIN DEPOT,,,6.53E-04,0.439864398
Demo - Model 03,66,60142,S_CARRIER,,,0.000112979,7.33E-02
Demo - Model 03,66,60142,S_CRUISER,,,0.000112979,7.33E-02
Demo - Model 03,66,60142,S_DESTROYER_01,,,0.000112979,7.33E-02
Demo - Model 03,66,60142,S_DESTROYER_02,,,0.000112979,7.33E-02
Demo - Model 03,66,60142,S_FRIGATE_01,,,0.000112979,7.33E-02
Demo - Model 03,66,60142,S_FRIGATE_02,,,0.000112979,7.33E-02
Demo - Model 03,66,60142,S_SUPPLY_SHIP_01,,,0.000112979,7.33E-02
Demo - Model 03,66,60142,S_SUPPLY_SHIP_02,,,0.000112979,7.33E-02
Demo - Model 03,66,6021,HOME BASE,1,,4.16E-08,0.187267418
Demo - Model 03,66,6021,MAIN DEPOT,,,0.000208431,0.140450563
Demo - Model 03,66,6021,S_CARRIER,,,5.21E-09,0.023408427
Demo - Model 03,66,6021,S_CRUISER,,,5.21E-09,0.023408427
Demo - Model 03,66,6021,S_DESTROYER_01,,,5.21E-09,0.023408427
Demo - Model 03,66,6021,S_DESTROYER_02,,,5.21E-09,0.023408427
Demo - Model 03,66,6021,S_FRIGATE_01,,,5.21E-09,0.023408427
Demo - Model 03,66,6021,S_FRIGATE_02,,,5.21E-09,0.023408427
Demo - Model 03,66,6021,S_SUPPLY_SHIP_01,,,5.21E-09,0.023408427
Demo - Model 03,66,6021,S_SUPPLY_SHIP_02,,,5.21E-09,0.023408427
Demo - Model 03,66,6022,HOME BASE,,,3.37E-05,0.021878799
Demo - Model 03,66,6022,MAIN DEPOT,,,2.44E-05,0.016409099
Demo - Model 03,66,6022,S_CARRIER,,,4.21E-06,2.73E-03
Demo - Model 03,66,6022,S_CRUISER,,,4.21E-06,2.73E-03
Demo - Model 03,66,6022,S_DESTROYER_01,,,4.21E-06,2.73E-03
Demo - Model 03,66,6022,S_DESTROYER_02,,,4.21E-06,2.73E-03
Demo - Model 03,66,6022,S_FRIGATE_01,,,4.21E-06,2.73E-03
Demo - Model 03,66,6022,S_FRIGATE_02,,,4.21E-06,2.73E-03
Demo - Model 03,66,6022,S_SUPPLY_SHIP_01,,,4.21E-06,2.73E-03
Demo - Model 03,66,6022,S_SUPPLY_SHIP_02,,,4.21E-06,2.73E-03
Demo - Model 03,66,6023,HOME BASE,1,,5.21E-07,0.662554348
Demo - Model 03,66,6023,MAIN DEPOT,,,7.37E-04,0.496915761
Demo - Model 03,66,6023,S_CARRIER,,,6.51E-08,8.28E-02
Demo - Model 03,66,6023,S_CRUISER,,,6.51E-08,8.28E-02
Demo - Model 03,66,6023,S_DESTROYER_01,,,6.51E-08,8.28E-02
Demo - Model 03,66,6023,S_DESTROYER_02,,,6.51E-08,8.28E-02
Demo - Model 03,66,6023,S_FRIGATE_01,,,6.51E-08,8.28E-02
Demo - Model 03,66,6023,S_FRIGATE_02,,,6.51E-08,8.28E-02
Demo - Model 03,66,6023,S_SUPPLY_SHIP_01,,,6.51E-08,8.28E-02
Demo - Model 03,66,6023,S_SUPPLY_SHIP_02,,,6.51E-08,8.28E-02
Demo - Model 03,66,6024,HOME BASE,,,9.15E-05,5.94E-02
Demo - Model 03,66,6024,MAIN DEPOT,,,6.61E-05,4.45E-02
Demo - Model 03,66,6024,S_CARRIER,,,1.14E-05,7.42E-03
Demo - Model 03,66,6024,S_CRUISER,,,1.14E-05,7.42E-03
Demo - Model 03,66,6024,S_DESTROYER_01,,,1.14E-05,7.42E-03
Demo - Model 03,66,6024,S_DESTROYER_02,,,1.14E-05,7.42E-03
Demo - Model 03,66,6024,S_FRIGATE_01,,,1.14E-05,7.42E-03
Demo - Model 03,66,6024,S_FRIGATE_02,,,1.14E-05,7.42E-03
Demo - Model 03,66,6024,S_SUPPLY_SHIP_01,,,1.14E-05,7.42E-03
Demo - Model 03,66,6024,S_SUPPLY_SHIP_02,,,1.14E-05,7.42E-03
Demo - Model 03,66,6025,HOME BASE,1,,1.77E-08,0.122146884
Demo - Model 03,66,6025,MAIN DEPOT,,,0.000135951,9.16E-02
Demo - Model 03,66,6025,S_CARRIER,,,2.21E-09,0.01526836
Demo - Model 03,66,6025,S_CRUISER,,,2.21E-09,0.01526836
Demo - Model 03,66,6025,S_DESTROYER_01,,,2.21E-09,0.01526836
Demo - Model 03,66,6025,S_DESTROYER_02,,,2.21E-09,0.01526836
Demo - Model 03,66,6025,S_FRIGATE_01,,,2.21E-09,0.01526836
Demo - Model 03,66,6025,S_FRIGATE_02,,,2.21E-09,0.01526836
Demo - Model 03,66,6025,S_SUPPLY_SHIP_01,,,2.21E-09,0.01526836
Demo - Model 03,66,6025,S_SUPPLY_SHIP_02,,,2.21E-09,0.01526836
Demo - Model 03,66,6026,HOME BASE,,,3.27E-05,0.02118743
Demo - Model 03,66,6026,MAIN DEPOT,,,2.36E-05,0.015890572
Demo - Model 03,66,6026,S_CARRIER,,,4.08E-06,0.002648429
Demo - Model 03,66,6026,S_CRUISER,,,4.08E-06,0.002648429
Demo - Model 03,66,6026,S_DESTROYER_01,,,4.08E-06,0.002648429
Demo - Model 03,66,6026,S_DESTROYER_02,,,4.08E-06,0.002648429
Demo - Model 03,66,6026,S_FRIGATE_01,,,4.08E-06,0.002648429
Demo - Model 03,66,6026,S_FRIGATE_02,,,4.08E-06,0.002648429
Demo - Model 03,66,6026,S_SUPPLY_SHIP_01,,,4.08E-06,0.002648429
Demo - Model 03,66,6026,S_SUPPLY_SHIP_02,,,4.08E-06,0.002648429
Demo - Model 03,66,6027,HOME BASE,1,,2.37E-08,0.141389338
Demo - Model 03,66,6027,MAIN DEPOT,,,0.000157368,0.106042003
Demo - Model 03,66,6027,S_CARRIER,,,2.97E-09,0.017673667
Demo - Model 03,66,6027,S_CRUISER,,,2.97E-09,0.017673667
Demo - Model 03,66,6027,S_DESTROYER_01,,,2.97E-09,0.017673667
Demo - Model 03,66,6027,S_DESTROYER_02,,,2.97E-09,0.017673667
Demo - Model 03,66,6027,S_FRIGATE_01,,,2.97E-09,0.017673667
Demo - Model 03,66,6027,S_FRIGATE_02,,,2.97E-09,0.017673667
Demo - Model 03,66,6027,S_SUPPLY_SHIP_01,,,2.97E-09,0.017673667
Demo - Model 03,66,6027,S_SUPPLY_SHIP_02,,,2.97E-09,0.017673667
Demo - Model 03,66,6028,HOME BASE,,,1.63285E-05,0.010595393
Demo - Model 03,66,6028,MAIN DEPOT,,,1.17928E-05,7.95E-03
Demo - Model 03,66,6028,S_CARRIER,,,2.04106E-06,0.001324424
Demo - Model 03,66,6028,S_CRUISER,,,2.04106E-06,0.001324424
Demo - Model 03,66,6028,S_DESTROYER_01,,,2.04106E-06,0.001324424
Demo - Model 03,66,6028,S_DESTROYER_02,,,2.04106E-06,0.001324424
Demo - Model 03,66,6028,S_FRIGATE_01,,,2.04106E-06,0.001324424
Demo - Model 03,66,6028,S_FRIGATE_02,,,2.04106E-06,0.001324424
Demo - Model 03,66,6028,S_SUPPLY_SHIP_01,,,2.04106E-06,0.001324424
Demo - Model 03,66,6028,S_SUPPLY_SHIP_02,,,2.04106E-06,0.001324424
Demo - Model 03,66,6029,HOME BASE,,,0.000178958,0.116124159
Demo - Model 03,66,6029,MAIN DEPOT,,,0.000129248,8.71E-02
Demo - Model 03,66,6029,S_CARRIER,,,2.24E-05,0.01451552
Demo - Model 03,66,6029,S_CRUISER,,,2.24E-05,0.01451552
Demo - Model 03,66,6029,S_DESTROYER_01,,,2.24E-05,0.01451552
Demo - Model 03,66,6029,S_DESTROYER_02,,,2.24E-05,0.01451552
Demo - Model 03,66,6029,S_FRIGATE_01,,,2.24E-05,0.01451552
Demo - Model 03,66,6029,S_FRIGATE_02,,,2.24E-05,0.01451552
Demo - Model 03,66,6029,S_SUPPLY_SHIP_01,,,2.24E-05,0.01451552
Demo - Model 03,66,6029,S_SUPPLY_SHIP_02,,,2.24E-05,0.01451552
Demo - Model 03,66,60210,HOME BASE,1,,1.45E-08,0.110675928
Demo - Model 03,66,60210,MAIN DEPOT,,,1.23E-04,8.30E-02
Demo - Model 03,66,60210,S_CARRIER,,,1.82E-09,0.013834491
Demo - Model 03,66,60210,S_CRUISER,,,1.82E-09,0.013834491
Demo - Model 03,66,60210,S_DESTROYER_01,,,1.82E-09,0.013834491
Demo - Model 03,66,60210,S_DESTROYER_02,,,1.82E-09,0.013834491
Demo - Model 03,66,60210,S_FRIGATE_01,,,1.82E-09,0.013834491
Demo - Model 03,66,60210,S_FRIGATE_02,,,1.82E-09,0.013834491
Demo - Model 03,66,60210,S_SUPPLY_SHIP_01,,,1.82E-09,0.013834491
Demo - Model 03,66,60210,S_SUPPLY_SHIP_02,,,1.82E-09,0.013834491
Demo - Model 03,66,60211,HOME BASE,,,5.67E-05,3.68E-02
Demo - Model 03,66,60211,MAIN DEPOT,,,4.09E-05,2.76E-02
Demo - Model 03,66,60211,S_CARRIER,,,7.08E-06,4.60E-03
Demo - Model 03,66,60211,S_CRUISER,,,7.08E-06,4.60E-03
Demo - Model 03,66,60211,S_DESTROYER_01,,,7.08E-06,4.60E-03
Demo - Model 03,66,60211,S_DESTROYER_02,,,7.08E-06,4.60E-03
Demo - Model 03,66,60211,S_FRIGATE_01,,,7.08E-06,4.60E-03
Demo - Model 03,66,60211,S_FRIGATE_02,,,7.08E-06,4.60E-03
Demo - Model 03,66,60211,S_SUPPLY_SHIP_01,,,7.08E-06,4.60E-03
Demo - Model 03,66,60211,S_SUPPLY_SHIP_02,,,7.08E-06,4.60E-03
Demo - Model 03,66,60212,HOME BASE,1,,6.37E-10,0.023165096
Demo - Model 03,66,60212,MAIN DEPOT,,,2.58E-05,0.017373822
Demo - Model 03,66,60212,S_CARRIER,,,7.97E-11,2.90E-03
Demo - Model 03,66,60212,S_CRUISER,,,7.97E-11,2.90E-03
Demo - Model 03,66,60212,S_DESTROYER_01,,,7.97E-11,2.90E-03
Demo - Model 03,66,60212,S_DESTROYER_02,,,7.97E-11,2.90E-03
